DWUS_BrandId,AX_RESPONSE_CODE,NAME,ATG_Start_Date,ATG_End_Date,Orders
WSJ,1826117,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826118,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826119,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826120,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826122,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826123,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826124,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1826125,RC WSJ Web - Display Ads Facebook Jan-21 2 Saracosa Gover...,12/22/20,07/18/21,
WSJ,1828013,RC WSJ Web - Affiliates Rakuten Jan-21 2 bottles of Shrou...,12/22/20,07/20/21,138
WSJ,1828014,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,420
WSJ,1828015,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,263
WSJ,1828016,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,17
WSJ,1828017,RC WSJ Web - Affiliates Rakuten Jan-21 2 bottles of Shrou...,12/22/20,07/20/21,50
WSJ,1828018,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,45
WSJ,1828019,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,122
WSJ,1828020,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,16
WSJ,1828022,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,10
WSJ,1828023,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,
WSJ,1828024,RC WSJ Web - Affiliates Rakuten Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,57
WSJ,1830013,RC WSJ Web - Search Engine Google Offers Jan-21 2 bottles...,12/22/20,07/20/21,209
WSJ,1830014,RC WSJ Web - Search Engine Google Offers Jan-21 2 bottles...,12/22/20,07/20/21,2
WSJ,1830015,RC WSJ Web - Search Engine Google Offers Jan-21 2 bottles...,12/22/20,07/20/21,
WSJ,1830016,RC WSJ Web - Search Engine Google Shopping Jan-21 2 bottl...,12/22/20,07/20/21,10
WSJ,1830017,RC WSJ Web - Search Engine Google Display Network Jan-21 ...,12/22/20,07/20/21,6
WSJ,1830018,RC WSJ Web - Search Engine Google Offers Jan-21 2 Saracos...,12/22/20,07/20/21,"1,117"
WSJ,1830019,RC WSJ Web - Search Engine Google Offers Jan-21 2 Saracos...,12/22/20,07/20/21,1
WSJ,1830020,RC WSJ Web - Search Engine Google Offers Jan-21 2 Saracos...,12/22/20,07/20/21,
WSJ,1830021,RC WSJ Web - Search Engine Google Shopping Jan-21 2 Sarac...,12/22/20,07/20/21,27
WSJ,1830022,RC WSJ Web - Search Engine Google Display Network Jan-21 ...,12/22/20,07/20/21,212
WSJ,1830023,RC WSJ Web - Search Engine Bing Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,212
WSJ,1830024,RC WSJ Web - Search Engine Bing Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,7
WSJ,1830025,RC WSJ Web - Search Engine Bing Jan-21 2 Saracosa Governo...,12/22/20,07/20/21,
WSJ,1830026,RC WSJ Web - Search Engine Bing Shopping Jan-21 2 Saracos...,12/22/20,07/20/21,14
WSJ,1830032,RC WSJ Web - Search Engine Google Offers Jan-21 2 Saracos...,12/22/20,07/20/21,
4S,1739029,RC 4S Inserts - Statements Restaurant Bag Insert Program ...,12/23/20,09/27/21,12
4S,1760015,RC 4S Web - Others Unspecified Jan-21 2 bottles Dragone S...,12/23/20,07/19/21,6
4S,1760019,RC 4S Web - Others Unspecified Jan-21 2 bottles of Shroud...,12/23/20,07/19/21,
WSJ,1830027,RC WSJ Web - Search Engine Google Offers Jan-21 None,12/23/20,04/28/21,3
WSJ,AADH007,RC WSJ Inserts - Statements Restaurant Bag Insert Program...,12/23/20,09/27/21,9
4S,1759015,"RC 4S Web - Others Unspecified Jan-21 NPR Grapecast, List...",12/24/20,04/21/21,20
WSJ,1833022,RC WSJ OTP - Newspaper Unspecified Jan-21 None,12/25/20,04/30/21,124
4S,AAAJ005,"RC 4S Web - Others Unspecified Jan-21 TCM James Dean, Elv...",12/25/20,04/22/21,4
4S,AAAJ006,"RC 4S Web - Others Unspecified Jan-21 TCM James Dean, Elv...",12/25/20,04/22/21,36
4S,1737007,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,41
4S,1737008,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,284
4S,1737009,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,2
4S,1737010,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,1
4S,1737011,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,5
4S,1737012,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,2
4S,1737013,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,54
4S,1737014,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,1
4S,1737015,"RC 4S Walk up - Web Unspecified Jan-21 NPR Grapecast, Lis...",12/27/20,04/25/21,
4S,AAEQ001,RC 4S Inserts - Newspaper New York Post Jan-21 2 bottles ...,12/27/20,05/11/21,1
4S,AAEQ002,RC 4S Inserts - Newspaper New York Post Jan-21 2 bottles ...,12/27/20,05/11/21,23
4S,AADQ011,"RC 4S Web - Display Ads TCM Jan-21 TCM Cleopatra, Elvis, ...",12/29/20,04/26/21,
WSJ,AACZ001,UP WSJ Telemarketing Unspecified Jan-21 None,12/31/20,03/04/21,
WSJ,AADC001,UP WSJ DM Unspecified Jan-21 None,12/31/20,04/29/21,225
WSJ,AAEC001,RC WSJ Inserts - Statements Money Mailer Jan-21 2 Saracos...,01/01/21,05/25/21,26
WSJ,1851021,RC WSJ Inserts - Statements Investment Daily Publication ...,01/02/21,07/22/21,6
WSJ,1871026,RC WSJ Inserts - Statements Investment Daily Publication ...,01/02/21,07/29/21,
WSJ,1871027,RC WSJ Inserts - Statements Investment Daily Publication ...,01/02/21,07/29/21,
WSJ,AADH019,RC WSJ Inserts - Statements Hammacher Schlemmer  Jan-21 2...,01/02/21,10/07/21,16
WSJ,1833027,RC WSJ OTP - Newspaper Unspecified Jan-21 2 Saracosa Gove...,01/05/21,05/03/21,40
WSJ,1833028,RC WSJ OTP - Newspaper Unspecified Jan-21 2 bottles of Sh...,01/05/21,05/03/21,28
WSJ,1833030,RC WSJ OTP - Newspaper Unspecified Jan-21 2 Saracosa Gove...,01/05/21,05/03/21,35
4S,AACD002,RC 4S Web - Affiliates Rakuten Jan-21 2 btls Tour du Roch...,01/05/21,05/03/21,64
4S,AACD003,RC 4S Web - Affiliates Rakuten Jan-21 2 btls Tour du Roch...,01/05/21,05/03/21,20
4S,AACD004,RC 4S Web - Affiliates Rakuten Jan-21 2 btls Tour du Roch...,01/05/21,05/03/21,
4S,AACD005,RC 4S Web - Affiliates Rakuten Jan-21 2 btl Nat Geo Endan...,01/05/21,05/03/21,1
4S,AACD006,RC 4S Web - Affiliates Rakuten Jan-21 2 btl Nat Geo Endan...,01/05/21,05/03/21,4
MACYS,1409001,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409002,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,468
MACYS,1409003,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409004,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,1
MACYS,1409005,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409006,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409007,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409008,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409009,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409010,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409011,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
MACYS,1409012,MM MACYS DM MACYS CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410001,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410002,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,"1,296"
4S,1410003,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410004,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410005,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,3
4S,1410006,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410007,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410008,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410009,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410010,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410011,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
4S,1410012,MM 4S DM LW CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411001,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,1
WSJ,1411002,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,"2,154"
WSJ,1411003,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411004,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411005,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,7
WSJ,1411006,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,1
WSJ,1411007,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,1
WSJ,1411008,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411009,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411010,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,1411011,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,2
WSJ,1411012,MM WSJ DM WSJ CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412001,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412002,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,218
VIRGIN,1412003,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412004,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412005,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412006,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412007,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412008,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
VIRGIN,1412009,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/06/21,04/17/21,
WSJ,AAEC003,RC WSJ Inserts - Statements Money Mailer Jan-21 2 Saracos...,01/08/21,06/01/21,7
MACYS,1356001,EM MACYS Email Unspecified Jan-21 None,01/09/21,03/06/21,168
4S,1357001,EM 4S Email Unspecified Jan-21 None,01/09/21,03/13/21,"1,117"
WSJ,1358001,EM WSJ Email Unspecified Jan-21 None,01/09/21,03/06/21,"1,273"
VIRGIN,1359001,EM VIRGIN Email Unspecified Jan-21 None,01/09/21,03/06/21,44
4S,AACA001,RC 4S Inserts - Magazine Default Jan-21 2 btls Tour du Ro...,01/10/21,05/30/21,
4S,AACA002,RC 4S Inserts - Magazine Winery Direct Jan-21 2 bottles o...,01/10/21,05/30/21,4
4S,AACA003,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,778
4S,AACA004,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,137
4S,AACA005,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,138
4S,AACA006,RC 4S Inserts - Magazine National Geographic Jan-21 2 bot...,01/10/21,05/30/21,99
4S,AACA007,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,159
4S,AACA008,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,12
4S,AACA009,RC 4S Inserts - Magazine National Geographic Jan-21 2 btl...,01/10/21,05/30/21,103
4S,AACA010,RC 4S Inserts - Magazine Winery Direct Jan-21 2 bottles o...,01/10/21,05/30/21,
4S,AACA011,RC 4S Inserts - Magazine Winery Direct Jan-21 2 bottles o...,01/10/21,05/30/21,107
4S,AAFE001,UP 4S Email Unspecified Jan-21 RedHeads T-Shirt & Coaster...,01/12/21,03/09/21,62
4S,AAFE002,UP 4S Email Unspecified Jan-21 RedHeads T-Shirt & Coaster...,01/12/21,03/09/21,11
WSJ,1354008,EM WSJ Email Unspecified Jan-21 None,01/13/21,03/10/21,25
4S,AC1A001,RC 4S Web - Display Ads British Airways  Jan-21 2 bottles...,01/13/21,02/10/22,
4S,AC1A002,RC 4S Web - Display Ads British Airways  Jan-21 2 bottles...,01/13/21,02/10/22,2
4S,1324001,RA 4S Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,1
4S,1324002,RA 4S Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,
WSJ,1325001,RA WSJ Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,1
WSJ,1325002,RA WSJ Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,
VIRGIN,1326001,RA VIRGIN Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,
VIRGIN,1326002,RA VIRGIN Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,
MACYS,1327001,RA MACYS Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,1
MACYS,1327002,RA MACYS Telemarketing Unspecified Jan-21 None,01/16/21,07/13/21,
4S,1488001,OB 4S Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,3
WSJ,1489001,OB WSJ Telemarketing Unspecified Jan-21 None,01/16/21,03/13/21,9
VIRGIN,1490001,OB VIRGIN Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,1
MACYS,1491001,OB MACYS Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,1
4S,1492001,OB 4S Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,2
4S,1492002,OB 4S Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,
WSJ,1493001,OB WSJ Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,3
WSJ,1493002,OB WSJ Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,3
VIRGIN,1494001,OB VIRGIN Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,
VIRGIN,1494002,OB VIRGIN Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,
MACYS,1495001,OB MACYS Telemarketing Unspecified Jan-21 None,01/16/21,03/13/21,
MACYS,1495002,OB MACYS Telemarketing HOUSE FILE Jan-21 None,01/16/21,03/13/21,
4S,1727011,RC 4S Inserts - Statements Welcomemat Services - New Move...,01/18/21,10/23/21,
4S,1727012,RC 4S Inserts - Statements Welcomemat Services - New Move...,01/18/21,10/23/21,
4S,1739019,RC 4S Inserts - Statements National New Mover Co-op Feb-2...,01/18/21,10/23/21,118
4S,1739020,RC 4S Inserts - Statements National New Mover Co-op Feb-2...,01/18/21,10/23/21,158
4S,1739025,RC 4S Inserts - Statements Welcome Wagon New Mover Gift B...,01/18/21,10/23/21,19
4S,1739026,RC 4S Inserts - Statements WFH Box (SnackNation) Feb-21 2...,01/18/21,10/23/21,
4S,1761046,RC 4S Inserts - Statements DoggyLoot Feb-21 2 bottles Dra...,01/18/21,08/07/21,
WSJ,1834030,RC WSJ Inserts - Package Puritan's Pride Feb-21 2 Saracos...,01/18/21,10/23/21,
WSJ,AADH013,RC WSJ Inserts - Statements Welcome Wagon New Mover Gift ...,01/18/21,10/23/21,13
WSJ,AAEC004,RC WSJ Inserts - Statements Money Mailer Feb-21 2 Saracos...,01/18/21,06/11/21,
WSJ,AAEC005,RC WSJ Inserts - Statements Winery Direct Feb-21 2 bottle...,01/18/21,06/11/21,24
MACYS,1409013,MM MACYS DM MACYS CM Direct Mail Feb21,01/19/21,04/02/21,10
MACYS,1409014,MM MACYS DM MACYS CM Direct Mail Feb21,01/19/21,04/02/21,19
MACYS,1409015,MM MACYS DM MACYS CM Direct Mail Feb21,01/19/21,04/02/21,5
4S,1410013,MM 4S DM LW CM Direct Mail Feb21,01/19/21,04/02/21,79
4S,1410014,MM 4S DM LW CM Direct Mail Feb21,01/19/21,04/02/21,73
4S,1410015,MM 4S DM LW CM Direct Mail Feb21,01/19/21,04/02/21,6
4S,1410016,MM 4S DM LW CM Direct Mail Feb21,01/19/21,04/02/21,10
WSJ,1411013,MM WSJ DM WSJ CM Direct Mail Feb21,01/19/21,04/02/21,142
WSJ,1411014,MM WSJ DM WSJ CM Direct Mail Feb21,01/19/21,04/02/21,116
WSJ,1411015,MM WSJ DM WSJ CM Direct Mail Feb21,01/19/21,04/02/21,11
WSJ,1411016,MM WSJ DM WSJ CM Direct Mail Feb21,01/19/21,04/02/21,13
VIRGIN,1412010,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/19/21,04/02/21,8
VIRGIN,1412011,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/19/21,04/02/21,8
VIRGIN,1412012,MM VIRGIN DM VIRGIN CM Direct Mail Feb21,01/19/21,04/02/21,1
WSJ,AAEC002,RC WSJ Inserts - Statements Money Mailer Feb-21 2 Saracos...,01/19/21,06/12/21,
WSJ,AAZZ001,RC WSJ Email Unspecified Feb-21 2 bottles of Shroud Mount...,01/21/21,03/11/21,1
WSJ,AAZZ002,RC WSJ Email Unspecified Feb-21 2 Saracosa Governo + 2 Gl...,01/21/21,03/11/21,2
WSJ,AAZZ003,RC WSJ Email Unspecified Feb-21 2 Saracosa Governo + 2 Gl...,01/21/21,03/11/21,
WSJ,1830028,RC WSJ Web - Search Engine Google Offers Feb-21 None,01/22/21,05/28/21,
WSJ,1832011,RC WSJ Web - Display Ads Unspecified Feb-21 Baronesa rose...,01/22/21,03/21/21,276
WSJ,1833023,RC WSJ OTP - Newspaper Unspecified Feb-21 None,01/22/21,05/28/21,181
4S,1357002,EM 4S Email Unspecified Feb-21 None,01/23/21,03/06/21,346
WSJ,1358002,EM WSJ Email Unspecified Feb-21 None,01/23/21,03/06/21,378
WSJ,0990003,RC WSJ Inserts - Statements Ticketmaster Feb-21 2 Saracos...,01/25/21,02/22/22,86
WSJ,0995011,RC WSJ Inserts - Statements Ticketmaster Feb-21 2 Saracos...,01/25/21,02/22/22,6
WSJ,0995012,RC WSJ Inserts - Statements Ticketmaster Feb-21 2 Saracos...,01/25/21,10/30/21,96
WSJ,0995013,RC WSJ Inserts - Statements Ticketmaster Feb-21 2 Saracos...,01/25/21,10/30/21,98
WSJ,0995014,RC WSJ Inserts - Statements Ticketmaster Feb-21 2 Saracos...,01/25/21,02/22/22,9
WSJ,1358005,EM WSJ Email Unspecified Feb-21 None,01/25/21,03/08/21,7
4S,AADF005,"RC 4S Email TCM Feb-21 TCM Cleopatra, Elvis, Blue Brothers",01/25/21,05/23/21,13
4S,AADF006,"RC 4S Email TCM Feb-21 TCM Cleopatra, Elvis, Blue Brothers",01/25/21,05/23/21,5
WSJ,AC1G001,UP WSJ Walk up - Web Unspecified Feb-21 3 btl Premium TBD,01/26/21,02/23/22,4
WSJ,AC1G002,UP WSJ Walk up - Web HOUSE FILE Feb-21 3 btl Premium TBD,01/26/21,02/23/22,
4S,AC1H001,UP 4S Walk up - Web Laithwaiteswine.com Feb-21 3 btl Prem...,01/26/21,02/23/22,
4S,1304001,RA 4S DM Unspecified Feb-21 None,01/28/21,05/09/21,179
WSJ,1305001,RA WSJ DM HOUSE FILE Feb-21 None,01/28/21,05/09/21,363
VIRGIN,1306001,RA VIRGIN DM Unspecified Feb-21 None,01/28/21,05/09/21,24
MACYS,1307001,RA MACYS DM HOUSE FILE Feb-21 None,01/28/21,05/09/21,150
4S,AC1K001,RC 4S Web - Affiliates Brads Deals Feb-21 3 Btls Shroud M...,01/29/21,05/27/21,22
4S,AC1K002,RC 4S Web - Affiliates Brads Deals Feb-21 3 btl Nat Geo E...,01/29/21,05/27/21,181
WSJ,1592001,UP WSJ DM HOUSE FILE Feb-21 2 Saracosa Governo + 2 Glasses,01/30/21,05/11/21,316
WSJ,1592002,UP WSJ DM HOUSE FILE Feb-21 2 Saracosa Governo + 2 Glasses,01/30/21,05/11/21,127
4S,1593001,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,61
4S,1593002,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593003,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593004,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593005,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593006,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593007,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1593008,UP 4S DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594001,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,121
WSJ,1594002,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594003,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594004,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594005,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594006,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
WSJ,1594007,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
MACYS,1595001,UP MACYS DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,16
MACYS,1595002,UP MACYS DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
MACYS,1595003,UP MACYS DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
MACYS,1595004,UP MACYS DM HOUSE FILE Feb-21 3 btl Premium TBD,01/30/21,05/11/21,
4S,1596001,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,131
4S,1596002,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,
4S,1596003,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,
4S,1596004,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,
4S,1596005,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,
4S,1596006,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,1
4S,1596007,UP 4S DM HOUSE FILE Feb-21 2 bottles Dragone Selezione Ro...,01/30/21,05/11/21,
4S,1598001,UP 4S DM HOUSE FILE Feb-21 None,01/30/21,05/11/21,29
4S,1598002,UP 4S DM HOUSE FILE Feb-21 None,01/30/21,05/11/21,
4S,1598003,UP 4S DM HOUSE FILE Feb-21 None,01/30/21,05/11/21,
WSJ,1599001,UP WSJ DM Unspecified Feb-21 None,01/30/21,05/11/21,95
WSJ,1599002,UP WSJ DM Unspecified Feb-21 None,01/30/21,05/11/21,
WSJ,1599003,UP WSJ DM Unspecified Feb-21 None,01/30/21,05/11/21,
WSJ,1599004,UP WSJ DM Unspecified Feb-21 None,01/30/21,05/11/21,
MACYS,1600001,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,278
MACYS,1600002,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,
MACYS,1600003,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,
MACYS,1600004,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,
MACYS,1600005,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,
MACYS,1600006,UP MACYS DM Unspecified Feb-21 2 bottles of Saracosa and ...,01/30/21,05/11/21,
WSJ,AACY001,RC WSJ Inserts - Magazine Winery Direct Feb-21 2 bottles ...,01/30/21,07/22/21,127
WSJ,AACY002,RC WSJ Inserts - Magazine WSJ.Magazine Feb-21 2 Saracosa ...,01/30/21,07/22/21,522
WSJ,1358004,EM WSJ Email Unspecified Feb-21 None,01/31/21,03/14/21,120
WSJ,AADC002,UP WSJ DM Unspecified Feb-21 None,02/01/21,05/31/21,32
4S,1588001,UP 4S DM Unspecified Feb-21 3 btl Premium TBD,02/02/21,05/14/21,3
WSJ,1589001,UP WSJ DM Unspecified Feb-21 3 btl Premium TBD,02/02/21,05/14/21,2
VIRGIN,1590001,UP VIRGIN DM Unspecified Feb-21 3 btl Premium TBD,02/02/21,05/14/21,1
MACYS,1591001,UP MACYS DM Unspecified Feb-21 3 btl Premium TBD,02/02/21,05/14/21,
MACYS,1356002,EM MACYS Email Unspecified Feb-21 None,02/04/21,03/18/21,152
4S,1357003,EM 4S Email Unspecified Feb-21 None,02/04/21,03/18/21,702
WSJ,1358003,EM WSJ Email Unspecified Feb-21 None,02/04/21,03/18/21,700
VIRGIN,1359002,EM VIRGIN Email Unspecified Feb-21 None,02/04/21,04/01/21,36
MACYS,1413001,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413002,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,4
MACYS,1413003,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413004,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
MACYS,1413005,MM MACYS DM MACYS CM Direct Mail Mar21,02/04/21,05/16/21,
