DWUS_BrandId,AX_RESPONSE_CODE,NAME,ATG_Start_Date,ATG_End_Date,Orders
WSJ,2004002,WSJ -Dow Jones Employee Discount 15% Off,09/11/08,12/31/24,6
WSJ,2004007,WSJ Replacements - Free shipping,10/06/08,12/31/30,170
4S,2057008,4S Replacements - Free Shipping,03/24/09,12/31/30,65
VIRGIN,2822001,Virgin Wines - Customer Service Replacements,10/06/10,02/20/30,11
VIRGIN,3233004,VIRGIN Web - Walk up traffic Virgin Web Default - Customer Marketing,10/05/12,01/03/50,2
4S,5361001,RC 4S Walk up - Retail Testing Volume Sep-13 None,08/22/13,01/01/30,
4S,5361002,RC 4S Walk up - Retail Testing Volume Sep-13 None,08/22/13,01/01/30,
4S,5361003,RC 4S Walk up - Retail Testing Volume Sep-13 None,08/22/13,01/01/30,1
4S,5361004,RC 4S Walk up - Retail Testing Volume Sep-13 None,08/22/13,01/01/30,
VIRGIN,5374001,VIRGIN Walk up - Retail Testing Volume Sep-13 None,08/26/13,01/01/30,
WSJ,5431001,RC WSJ Walk up - Retail Testing Volume Nov-13 None,10/23/13,07/11/22,2
WSJ,5431002,RC WSJ Walk up - Retail Testing Volume Nov-13 None,10/23/13,11/20/22,
4S,5617001,SB 4S Other Unspecified May-14 None,04/17/14,12/31/30,"13,751"
VIRGIN,5374002,ZZ VIRGIN Unknown Dummy DWI/5374001 Jun-14 None,06/10/14,01/01/30,
VIRGIN,5374003,ZZ VIRGIN Unknown Dummy DWI/5374001 Jun-14 None,06/10/14,01/01/30,
4S,5510001,RT 4S Other Laithwaiteswine.com Jan-17 None,12/18/16,01/15/30,14
WSJ,5511001,RT WSJ Other WSJwine.com Feb-17 None,01/18/17,02/15/30,12
VIRGIN,5513001,RT VIRGIN Other virginwines.com Jan-18 None,12/18/17,01/14/30,
4S,8681001,NC 4S Other TCM Jan-18 None,12/18/17,01/14/30,2
4S,8681002,NC 4S Other TCM Jan-18 None,12/18/17,01/14/30,1
4S,8681003,NC 4S Other National Geographic Jan-18 None,12/18/17,01/14/30,
4S,8681004,NC 4S Other National Geographic Jan-18 None,12/18/17,01/14/30,
4S,8681005,NC 4S Other National Wildlife Federation Jan-18 None,12/18/17,01/14/30,
4S,8681006,NC 4S Other National Wildlife Federation Jan-18 None,12/18/17,01/14/30,
4S,8681007,NC 4S Other Southwest Airlines Jan-18 None,12/18/17,01/14/30,1
4S,8681008,NC 4S Other Southwest Airlines Jan-18 None,12/18/17,01/14/30,
4S,9441001,RC 4S Other Unallocated orders Mar-18 None,02/19/18,01/14/30,
MACYS,9368001,MM MACYS Other MWC RC Partner Standard Offers,09/29/18,01/14/30,43
4S,9369001,MM 4S Other NPR RC Partner Standard Offers,09/29/18,01/14/30,
4S,9370001,MM 4S Other BH&G RC Partner Standard Offers,09/29/18,01/14/30,
MACYS,0371001,RT MACYS Other Macy's Nov-18 None,10/18/18,01/14/30,
WSJ,0990001,RC WSJ Inserts - Statements Winery Direct Mar-20 2 bottle...,02/16/20,03/15/21,43
4S,1167001,RC 4S Email Punchbowl Mar-20 3 bottles Chateau du Haut Ch...,02/16/20,03/15/21,18
WSJ,0996005,RC WSJ Inserts - Statements JR Cigar Apr-20 2 Saracosa Go...,03/18/20,03/11/21,115
WSJ,0996014,RC WSJ Inserts - Statements Hello Fresh PIP Apr-20 2 Sara...,03/18/20,04/15/21,"2,736"
4S,1190001,RC 4S Walk up - Web Zagatwine.com Apr-20 3 bottles of Tou...,03/18/20,04/15/21,338
4S,1190002,RC 4S Walk up - Web Zagatwine.com Apr-20 3 bottles of Tou...,03/18/20,04/15/21,47
4S,1190003,RC 4S Walk up - Web Zagatwine.com Apr-20 3 bottles of Tou...,03/18/20,04/15/21,9
4S,1717001,RC 4S Email National Geographic Apr-20 2 bottles of Shrou...,03/30/20,03/23/21,13
4S,1717002,RC 4S Email National Geographic Apr-20 2 bottles of Le Pr...,03/30/20,03/23/21,66
4S,1876001,RC 4S Other Southwest Airlines Apr-20 None,04/06/20,05/04/21,
WSJ,0990005,RC WSJ Inserts - Statements Wall Street Journal Apr-20 2 ...,04/14/20,05/12/21,19
4S,1194001,RC 4S OTP - Magazine New Yorker Apr-20 3 bottles Chateau ...,04/16/20,05/14/21,33
4S,1197001,RC 4S Web - Others Recovery Codes Apr-20 3 bottles Chatea...,04/16/20,05/14/21,
4S,1888001,MM 4S Email FY20-21- TCM Employee Offer,04/28/20,05/26/21,4
4S,1888002,MM 4S Email FY20-21- TCM Employee Offer,04/28/20,05/26/21,9
WSJ,0995004,RC WSJ Inserts - Statements EveryPlate PIP May-20 2 Sarac...,05/11/20,03/05/21,74
4S,1761013,RC 4S Inserts - Statements Winery Direct Jun-20 2 bottles...,05/18/20,03/12/21,96
WSJ,1850022,RC WSJ Inserts - Package Winery Direct Jun-20 2 bottles o...,05/18/20,03/12/21,154
WSJ,0990006,RC WSJ Inserts - Statements Wall Street Journal Jun-20 2 ...,06/01/20,06/29/21,9
WSJ,1850032,RC WSJ Inserts - Package Omaha Steaks Jun-20 2 Saracosa G...,06/09/20,03/14/21,495
4S,1761018,RC 4S Inserts - Statements Green Chef  Jun-20 2 bottles D...,06/12/20,04/06/21,244
4S,1761019,RC 4S Inserts - Statements Green Chef  Jun-20 2 bottles D...,06/12/20,04/06/21,204
WSJ,0996013,RC WSJ Inserts - Statements Yankee Candle Jul-20 2 Saraco...,06/17/20,03/22/21,80
WSJ,1850024,RC WSJ Inserts - Package Bottom Line PIP  Jul-20 2 Saraco...,06/17/20,03/22/21,18
WSJ,1851013,RC WSJ Inserts - Statements Winery Direct Jul-20 2 bottle...,06/17/20,04/11/21,81
WSJ,1852019,RC WSJ Inserts - Statements Winery Direct Jul-20 2 bottle...,06/17/20,03/22/21,71
WSJ,1852020,RC WSJ Inserts - Statements Default Jul-20 2 Saracosa Gov...,06/17/20,03/22/21,
WSJ,1852026,RC WSJ Inserts - Statements Sportsman's Guide Jul-20 2 Sa...,06/17/20,03/22/21,44
WSJ,1852028,RC WSJ Inserts - Statements Winery Direct Jul-20 2 bottle...,06/17/20,03/22/21,150
WSJ,1932006,RC WSJ Web - Display Ads Wall Street Journal.com Jul-20 2...,06/17/20,07/15/21,
4S,1536001,UP 4S Member get member HF - LW Jul-20 3 btl Premium TBD,06/18/20,07/16/21,
4S,1536002,UP 4S Member get member HF - LW Jul-20 3 btl Premium TBD,06/18/20,07/16/21,
WSJ,1537001,UP WSJ Member get member Unspecified Jul-20 3 btl Premium...,06/18/20,07/16/21,1
WSJ,1537002,UP WSJ Member get member Unspecified Jul-20 3 btl Premium...,06/18/20,07/16/21,
WSJ,1852021,RC WSJ Inserts - Statements EveryPlate PIP Jul-20 2 Sarac...,06/19/20,03/24/21,390
4S,1755010,RC 4S OTP - Magazine Southwest: The Magazine Jul-20 2 bot...,06/20/20,07/18/21,1
4S,1755011,RC 4S OTP - Magazine Southwest: The Magazine Jul-20 2 bot...,06/20/20,07/18/21,
4S,1756022,RC 4S Web - Display Ads Southwest Airlines Jul-20 2 bottl...,06/20/20,03/20/21,727
4S,1756023,RC 4S Web - Display Ads Southwest Airlines Jul-20 2 bottl...,06/20/20,03/20/21,91
4S,1912001,RC 4S Walk up - Retail Yieldify Jul-20 2 bottles Dragone ...,06/20/20,07/18/21,142
4S,1912002,RC 4S Walk up - Retail Yieldify Jul-20 2 bottles of Shrou...,06/20/20,07/18/21,16
VIRGIN,5821001,EM VIRGIN Email Housefile - Virgin Jul-20 None,06/20/20,07/18/21,1
WSJ,1852022,RC WSJ Inserts - Statements Home Chef Jul-20 2 Saracosa G...,06/22/20,03/27/21,550
WSJ,1850026,RC WSJ Inserts - Package SteinMart Jul-20 2 Saracosa Gove...,06/24/20,03/29/21,14
MACYS,1913001,RC MACYS Walk up - Retail Yieldify Jul-20 2 bottles of Sa...,06/28/20,04/22/21,224
MACYS,1913002,RC MACYS Walk up - Retail Yieldify Jul-20 2 bottles of Sh...,06/28/20,04/22/21,36
WSJ,1852024,RC WSJ Inserts - Statements New York & Company Jul-20 2 S...,06/30/20,04/04/21,107
MACYS,1781013,RC MACYS Inserts - Package Macy's Jul-20 2 bottles of Shr...,07/01/20,03/07/21,
MACYS,1801013,RC MACYS Web - Others Unspecified Jul-20 2 bottles of Sar...,07/04/20,08/01/21,401
MACYS,1801017,RC MACYS Web - Others Unspecified Jul-20 2 bottles of Shr...,07/04/20,08/01/21,63
WSJ,1852023,RC WSJ Inserts - Statements JP Cycles Jul-20 2 Saracosa G...,07/06/20,04/10/21,32
4S,1197002,RC 4S Web - Others Recovery Codes Aug-20 3 bottles of Tou...,07/18/20,05/12/21,
WSJ,1850027,RC WSJ Inserts - Package Puritan's Pride Aug-20 2 Saracos...,07/18/20,04/22/21,25
WSJ,1851015,RC WSJ Inserts - Statements Welcome Wagon New Mover Gift ...,07/18/20,05/12/21,225
4S,1921001,RC 4S Inserts - Statements Winery Direct Aug-20 2 bottles...,07/20/20,04/24/21,76
4S,1921002,RC 4S Inserts - Statements Default Aug-20 2 bottles Drago...,07/20/20,04/24/21,
4S,1921003,RC 4S Inserts - Statements Home Chef Aug-20 2 bottles Dra...,07/20/20,04/24/21,185
4S,1921004,RC 4S Inserts - Statements Home Chef Aug-20 2 bottles Dra...,07/20/20,04/24/21,106
4S,1921005,RC 4S Inserts - Statements Home Chef Aug-20 2 bottles Dra...,07/20/20,04/24/21,113
WSJ,1922001,RC WSJ Inserts - Statements Winery Direct Aug-20 2 bottle...,07/20/20,04/24/21,231
WSJ,1922002,RC WSJ Inserts - Statements Default Aug-20 2 Saracosa Gov...,07/20/20,04/24/21,
WSJ,1922008,RC WSJ Inserts - Statements Green Chef  Aug-20 2 Saracosa...,07/20/20,04/24/21,120
WSJ,1922009,RC WSJ Inserts - Statements Green Chef  Aug-20 2 Saracosa...,07/20/20,04/24/21,48
WSJ,1922010,RC WSJ Inserts - Statements Green Chef  Aug-20 2 Saracosa...,07/20/20,04/24/21,80
WSJ,1931001,RC WSJ Inserts - Package Winery Direct Aug-20 2 bottles o...,07/22/20,04/26/21,38
WSJ,1931002,RC WSJ Inserts - Package Rue La La  Aug-20 2 Saracosa Gov...,07/22/20,04/26/21,59
WSJ,1931003,RC WSJ Inserts - Package Gilt Group Aug-20 2 Saracosa Gov...,07/22/20,04/26/21,116
WSJ,1931012,RC WSJ Inserts - Package Winery Direct Aug-20 2 bottles o...,07/22/20,04/26/21,
WSJ,1931019,RC WSJ Inserts - Package Winery Direct Aug-20 2 bottles o...,07/22/20,04/26/21,30
VIRGIN,1708001,UP VIRGIN Email Unspecified Aug-20 3 Bottles VIR Rock Wines,07/24/20,08/21/21,3
WSJ,1920001,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 bott...,08/01/20,05/26/21,664
WSJ,1920002,RC WSJ Inserts - Statements Default Aug-20 2 Saracosa Gov...,08/01/20,05/26/21,1
WSJ,1920003,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,"2,275"
WSJ,1920004,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,274
WSJ,1920005,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,302
WSJ,1920006,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,234
WSJ,1920007,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,256
WSJ,1920008,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,204
WSJ,1920009,RC WSJ Inserts - Statements Hello Fresh PIP Aug-20 2 Sara...,08/01/20,05/26/21,242
WSJ,1850034,RC WSJ Inserts - Package Rue La La  Aug-20 2 Saracosa Gov...,08/04/20,05/09/21,35
WSJ,1850035,RC WSJ Inserts - Package Rue La La  Aug-20 2 Saracosa Gov...,08/04/20,05/09/21,19
WSJ,1850036,RC WSJ Inserts - Package Rue La La  Aug-20 2 Saracosa Gov...,08/04/20,05/09/21,1
WSJ,1991001,UP WSJ Email Unspecified Aug-20 3 btl Premium TBD,08/06/20,03/02/21,20
WSJ,1994001,UP WSJ Email Unspecified Aug-20 2 Saracosa Governo + 2 Gl...,08/06/20,03/02/21,17
4S,1995001,UP 4S Email Unspecified Aug-20 3 btl Premium TBD,08/06/20,03/02/21,20
4S,1996001,UP 4S Email Unspecified Aug-20 2 bottles of Benedictus de...,08/06/20,03/02/21,92
VIRGIN,1997001,UP VIRGIN Email Unspecified Aug-20 Other premium,08/06/20,03/02/21,
MACYS,1998001,UP MACYS Email HOUSE FILE Aug-20 3 btl Premium TBD,08/06/20,03/02/21,1
MACYS,1999001,UP MACYS DM Unspecified Aug-20 2 bottles of Saracosa and ...,08/06/20,03/02/21,16
WSJ,1922003,RC WSJ Inserts - Statements EveryPlate PIP Aug-20 2 Sarac...,08/11/20,05/16/21,214
WSJ,1922004,RC WSJ Inserts - Statements EveryPlate PIP Aug-20 2 Sarac...,08/11/20,05/16/21,225
WSJ,1849022,RC WSJ OTP - Newspaper Unspecified Aug-20 None,08/12/20,03/08/21,726
WSJ,1850033,RC WSJ Inserts - Package New York Times (Reg) Aug-20 2 Sa...,08/14/20,05/19/21,25
WSJ,1850037,RC WSJ Inserts - Package Dallas Morning News Aug-20 2 Sar...,08/14/20,05/19/21,7
4S,1761021,RC 4S Inserts - Statements Heartland America Sep-20 2 bot...,08/18/20,03/07/21,
4S,1761026,RC 4S Inserts - Statements Welcome Wagon New Mover Gift B...,08/18/20,03/07/21,151
4S,1761036,RC 4S Inserts - Statements JC Penny Sep-20 2 bottles Drag...,08/18/20,03/07/21,8
4S,1761037,RC 4S Inserts - Statements JC Penny Sep-20 2 bottles Drag...,08/18/20,03/07/21,11
4S,1761038,RC 4S Inserts - Statements JC Penny Sep-20 2 bottles Drag...,08/18/20,03/07/21,7
4S,1764007,RC 4S Inserts - Statements Winery Direct Sep-20 2 bottles...,08/18/20,05/23/21,70
4S,1764008,RC 4S Inserts - Statements Default Sep-20 2 bottles Drago...,08/18/20,05/23/21,
4S,1764009,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,254
4S,1764010,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,57
4S,1764011,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,44
4S,1764012,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,55
4S,1764013,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,55
4S,1764014,RC 4S Inserts - Statements National New Mover Co-op Sep-2...,08/18/20,05/23/21,60
WSJ,1847004,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,258
WSJ,1847005,RC WSJ Walk up - Retail Unspecified Sep-20 2 bottles of S...,08/18/20,09/15/21,53
WSJ,1847006,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,
WSJ,1847007,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,15
WSJ,1847008,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,
WSJ,1847009,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,124
WSJ,1847010,RC WSJ Walk up - Retail Unspecified Sep-20 2 Saracosa Gov...,08/18/20,09/15/21,14
WSJ,1847011,RC WSJ Walk up - Retail Unspecified Sep-20 2 bottles of S...,08/18/20,09/15/21,14
WSJ,1847012,RC WSJ Walk up - Retail Unspecified Sep-20 2 bottles of S...,08/18/20,09/15/21,6
WSJ,1851018,RC WSJ Inserts - Statements Sportsman's Guide Sep-20 2 Sa...,08/18/20,03/07/21,22
WSJ,1852029,RC WSJ Inserts - Statements JR Cigar Sep-20 2 Saracosa Go...,08/18/20,05/23/21,107
WSJ,1922011,RC WSJ Inserts - Statements Green Chef  Sep-20 2 Saracosa...,08/18/20,05/23/21,117
WSJ,1922012,RC WSJ Inserts - Statements Green Chef  Sep-20 2 Saracosa...,08/18/20,05/23/21,113
WSJ,1931004,RC WSJ Inserts - Package Rue La La  Sep-20 2 Saracosa Gov...,08/18/20,05/23/21,25
WSJ,1931005,RC WSJ Inserts - Package Gilt Group Sep-20 2 Saracosa Gov...,08/18/20,05/23/21,76
WSJ,1931013,RC WSJ Inserts - Package Rue La La  Sep-20 2 Saracosa Gov...,08/18/20,05/23/21,105
WSJ,1931014,RC WSJ Inserts - Package Gilt Group Sep-20 2 Saracosa Gov...,08/18/20,05/23/21,123
WSJ,1931017,RC WSJ Inserts - Package Winery Direct Sep-20 2 bottles o...,08/18/20,05/23/21,34
4S,1973001,RC 4S Inserts - Package Rue La La  Sep-20 2 bottles Drago...,08/18/20,03/07/21,38
4S,1973002,RC 4S Inserts - Package Winery Direct Sep-20 2 bottles of...,08/18/20,03/07/21,5
4S,0702001,UP 4S Member get member Unspecified Sep-20 3 btl Premium TBD,08/19/20,09/16/21,516
4S,0702002,UP 4S Member get member Unspecified Sep-20 3 btl Premium TBD,08/19/20,09/16/21,
WSJ,0703001,UP WSJ Member get member Unspecified Sep-20 3 btl Premium...,08/19/20,09/16/21,"1,455"
WSJ,0703002,UP WSJ Member get member Unspecified Sep-20 3 btl Premium...,08/19/20,09/16/21,1
VIRGIN,0704001,UP VIRGIN Member get member Unspecified Sep-20 3 btl Prem...,08/19/20,09/16/21,22
VIRGIN,0704002,UP VIRGIN Member get member Unspecified Sep-20 3 btl Prem...,08/19/20,09/16/21,1
MACYS,0705001,UP MACYS Member get member Unspecified Sep-20 3 btl Premi...,08/19/20,09/16/21,451
MACYS,0705002,UP MACYS Member get member Unspecified Sep-20 3 btl Premi...,08/19/20,09/16/21,
WSJ,1850030,RC WSJ Inserts - Package Blair Sep-20 2 Saracosa Governo ...,08/20/20,05/25/21,12
WSJ,1922005,RC WSJ Inserts - Statements EveryPlate PIP Sep-20 2 Sarac...,08/23/20,05/28/21,239
WSJ,1922006,RC WSJ Inserts - Statements EveryPlate PIP Sep-20 2 Sarac...,08/23/20,05/28/21,137
WSJ,1922007,RC WSJ Inserts - Statements EveryPlate PIP Sep-20 2 Sarac...,08/23/20,05/28/21,116
WSJ,1850031,RC WSJ Inserts - Package Bottom Line PIP  Sep-20 2 Saraco...,08/25/20,03/21/21,36
4S,1761024,RC 4S Inserts - Statements Stauer Sep-20 2 bottles Dragon...,09/01/20,03/21/21,9
VIRGIN,1565001,UP VIRGIN DM Unspecified Sep-20 3 btl Premium TBD,09/08/20,04/04/21,49
WSJ,0969020,RC WSJ Inserts - Magazine Saveur Magazine Sep-20 2 Saraco...,09/14/20,04/17/21,41
4S,AACX001,RT 4S Other Laithwaiteswine.com Sep-20 None,09/15/20,10/13/21,
4S,1761039,RC 4S Inserts - Statements Barnes & Noble.com Oct-20 2 bo...,09/17/20,04/06/21,29
4S,1761040,RC 4S Inserts - Statements Barnes & Noble.com Oct-20 2 bo...,09/17/20,04/06/21,33
4S,1761041,RC 4S Inserts - Statements Barnes & Noble.com Oct-20 2 bo...,09/17/20,04/06/21,36
4S,1774013,RC 4S Inserts - Statements Winery Direct Oct-20 2 bottles...,09/17/20,07/12/21,149
4S,1774014,RC 4S Inserts - Statements Default Oct-20 2 bottles Drago...,09/17/20,04/13/21,
4S,1774015,RC 4S Inserts - Statements Famous Smokes Oct-20 2 bottles...,09/17/20,04/13/21,52
4S,1774017,RC 4S Inserts - Statements National New Mover Co-op Oct-2...,09/17/20,04/13/21,191
4S,1774018,RC 4S Inserts - Statements National New Mover Co-op Oct-2...,09/17/20,04/13/21,212
4S,1774022,RC 4S Inserts - Statements Zulily PIP Oct-20 2 bottles Dr...,09/17/20,04/13/21,21
4S,1775011,RC 4S Inserts - Package Default Oct-20 2 bottles Dragone ...,09/17/20,04/13/21,
4S,1777011,RC 4S Inserts - Statements Default Oct-20 2 bottles Drago...,09/17/20,04/13/21,
WSJ,1850025,RC WSJ Inserts - Package Welcome Wagon New Mover Gift Boo...,09/17/20,06/22/21,150
WSJ,1851019,RC WSJ Inserts - Statements Barnes & Noble.com Oct-20 2 S...,09/17/20,04/06/21,41
WSJ,1869022,RC WSJ Inserts - Package Winery Direct Oct-20 2 bottles o...,09/17/20,04/13/21,83
WSJ,1869023,RC WSJ Inserts - Package Default Oct-20 2 Saracosa Govern...,09/17/20,04/13/21,
WSJ,1869024,RC WSJ Inserts - Package Boston Proper Oct-20 2 Saracosa ...,09/17/20,04/13/21,9
WSJ,1869025,RC WSJ Inserts - Package Bottom Line PIP  Oct-20 2 Saraco...,09/17/20,04/13/21,18
WSJ,1869026,RC WSJ Inserts - Package Bottom Line PIP  Oct-20 2 Saraco...,09/17/20,04/13/21,3
WSJ,1871016,RC WSJ Inserts - Statements Winery Direct Oct-20 2 bottle...,09/17/20,04/13/21,115
WSJ,1871017,RC WSJ Inserts - Statements Default Oct-20 2 Saracosa Gov...,09/17/20,04/13/21,
WSJ,1871018,RC WSJ Inserts - Statements JR Cigar Oct-20 2 Saracosa Go...,09/17/20,04/13/21,79
WSJ,1871022,RC WSJ Inserts - Statements Famous Smokes Oct-20 2 Saraco...,09/17/20,04/13/21,63
WSJ,1871025,RC WSJ Inserts - Statements Zulily PIP Oct-20 2 Saracosa ...,09/17/20,04/13/21,30
WSJ,1931006,RC WSJ Inserts - Package Rue La La  Oct-20 2 Saracosa Gov...,09/17/20,06/22/21,27
WSJ,1931007,RC WSJ Inserts - Package Gilt Group Oct-20 2 Saracosa Gov...,09/17/20,06/22/21,81
WSJ,1931015,RC WSJ Inserts - Package Rue La La  Oct-20 2 Saracosa Gov...,09/17/20,06/22/21,76
WSJ,1931016,RC WSJ Inserts - Package Gilt Group Oct-20 2 Saracosa Gov...,09/17/20,06/22/21,99
WSJ,1931018,RC WSJ Inserts - Package Winery Direct Oct-20 2 Bottles 2...,09/17/20,06/22/21,11
4S,1967001,RC 4S Inserts - Statements Winery Direct Oct-20 2 Bottles...,09/17/20,04/13/21,188
4S,1967002,RC 4S Inserts - Statements Default Oct-20 2 bottles Drago...,09/17/20,04/13/21,
4S,1967003,RC 4S Inserts - Statements EveryPlate PIP Oct-20 2 bottle...,09/17/20,04/13/21,314
WSJ,1969001,RC WSJ Inserts - Statements Winery Direct Oct-20 2 bottle...,09/17/20,04/13/21,216
WSJ,1969002,RC WSJ Inserts - Statements Default Oct-20 2 Saracosa Gov...,09/17/20,04/13/21,
WSJ,1969006,RC WSJ Inserts - Statements Home Chef Oct-20 2 Saracosa G...,09/17/20,04/13/21,483
WSJ,1970001,RC WSJ Inserts - Statements Winery Direct Oct-20 2 bottle...,09/17/20,04/13/21,172
WSJ,1970002,RC WSJ Inserts - Statements Default Oct-20 2 Saracosa Gov...,09/17/20,04/13/21,
WSJ,1970003,RC WSJ Inserts - Statements Green Chef  Oct-20 2 Saracosa...,09/17/20,04/13/21,349
4S,AACM001,RC 4S Walk up - Retail Yieldify Oct-20 3 Btls Shroud Moun...,09/17/20,07/12/21,4
4S,AACM002,RC 4S Walk up - Retail Yieldify Oct-20 3 btl Nat Geo Enda...,09/17/20,07/12/21,46
WSJ,1932005,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,6
WSJ,1932007,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,4
WSJ,1932008,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,13
WSJ,1932009,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,34
WSJ,1932010,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,18
WSJ,1932012,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,3
WSJ,1932013,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,1
WSJ,1932014,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,4
WSJ,1932015,RC WSJ Web - Display Ads Wall Street Journal.com Oct-20 2...,09/18/20,10/16/21,14
WSJ,AACR001,RC WSJ OTP - Newspaper Wall Street Journal Oct-20 2 Sarac...,09/18/20,10/16/21,45
WSJ,AACR002,RC WSJ OTP - Newspaper Wall Street Journal Oct-20 2 bottl...,09/18/20,10/16/21,13
4S,1757014,RC 4S Web - Others Unspecified Oct-20 2 bottles Dragone S...,09/19/20,07/14/21,293
4S,1757018,RC 4S Web - Others Unspecified Oct-20 2 bottles of Shroud...,09/19/20,07/14/21,50
MACYS,1798013,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sh...,09/19/20,04/17/21,594
MACYS,1798014,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,"2,917"
MACYS,1798015,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,249
MACYS,1798016,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,9
MACYS,1798017,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,186
MACYS,1798018,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,41
MACYS,1798019,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,239
MACYS,1798020,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,120
MACYS,1798022,RC MACYS Walk up - Web Unspecified Oct-20 2 bottles of Sa...,09/19/20,04/17/21,1
WSJ,1848014,RC WSJ Web - Others Unspecified Oct-20 2 Saracosa Governo...,09/19/20,04/15/21,409
WSJ,1848018,RC WSJ Web - Others Unspecified Oct-20 2 bottles of Shrou...,09/19/20,07/14/21,156
4S,7726002,RC 4S Other Laithwaiteswine.com Oct-20 None,09/24/20,10/22/21,
4S,1761045,RC 4S Inserts - Statements Brylane Home & Kitchen PIP Oct...,09/28/20,04/17/21,3
WSJ,1851020,RC WSJ Inserts - Statements Brylane Home & Kitchen PIP Oc...,09/28/20,04/17/21,5
4S,1761027,RC 4S Inserts - Statements Stauer Oct-20 2 bottles Dragon...,10/01/20,04/20/21,12
4S,1761042,RC 4S Inserts - Statements Stauer Oct-20 2 bottles Dragon...,10/01/20,04/20/21,9
WSJ,1871019,RC WSJ Inserts - Statements Barnes & Noble.com Oct-20 2 S...,10/01/20,04/27/21,54
WSJ,1871030,RC WSJ Inserts - Statements Barnes & Noble.com Oct-20 2 S...,10/01/20,04/27/21,47
WSJ,1872034,RC WSJ Inserts - Statements 1-800-PetSupplies.com PIP Oct...,10/01/20,04/27/21,21
4S,1562009,UP 4S DM Unspecified Oct-20 Holiday Wine Bags,10/03/20,03/30/21,40
4S,1760014,RC 4S Web - Others Unspecified Oct-20 2 bottles Dragone S...,10/04/20,04/30/21,21
4S,1760018,RC 4S Web - Others Unspecified Oct-20 2 bottles of Shroud...,10/04/20,04/30/21,3
4S,1756026,RC 4S Web - Display Ads Southwest Airlines Oct-20 2 bottl...,10/07/20,05/03/21,
4S,1774019,RC 4S Inserts - Statements National New Mover Co-op Oct-2...,10/08/20,05/04/21,205
4S,1774020,RC 4S Inserts - Statements National New Mover Co-op Oct-2...,10/08/20,05/04/21,200
WSJ,1867048,RC WSJ Inserts - Magazine Food & Wine Oct-20 2 Saracosa G...,10/08/20,03/30/21,527
WSJ,1867049,RC WSJ Inserts - Magazine Food & Wine Oct-20 2 Saracosa G...,10/08/20,03/30/21,104
